Type,row,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
SMILES,G,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,Empty,Empty,Empty
SMILES,H,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,Empty,Empty,Empty
SMILES,I,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,Empty,Empty,Empty
SMILES,J,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,Empty,Empty,Empty
SMILES,K,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,Empty,Empty,Empty
SMILES,L,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,Empty,Empty,Empty
SMILES,M,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,Empty,Empty,Empty
SMILES,N,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,Empty,Empty,Empty
SMILES,O,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,Empty,Empty,Empty
SMILES,P,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,Empty,Empty,Empty
formula,row,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
formula,A,C11H11N7O,C11H11N7O,C16H17N7O2,C12H10F3N3O3S,C12H10F3N3O3S,C10H10N4O4,C13H13FN4O2S,C13H13FN4O2S,C14H17N5O2,C17H14N4O2S,C17H14N4O2S,C16H17N5O2,C12H9N7O2,C12H9N7O2,C15H16N4O2,C10H7BrN6OS,C10H7BrN6OS,C11H12FN3O4,C15H16N8O,C15H16N8O,C17H14F4N2O6,Empty,Empty,Empty
formula,B,C11H11N7O,C11H11N7O,C16H17N7O2,C12H10F3N3O3S,C12H10F3N3O3S,C10H10N4O4,C13H13FN4O2S,C13H13FN4O2S,C14H17N5O2,C17H14N4O2S,C17H14N4O2S,C16H17N5O2,C12H9N7O2,C12H9N7O2,C15H16N4O2,C10H7BrN6OS,C10H7BrN6OS,C11H12FN3O4,C15H16N8O,C15H16N8O,C17H14F4N2O6,Empty,Empty,Empty
formula,C,C11H11N7O,C11H11N7O,C16H17N7O2,C12H10F3N3O3S,C12H10F3N3O3S,C10H10N4O4,C13H13FN4O2S,C13H13FN4O2S,C14H17N5O2,C17H14N4O2S,C17H14N4O2S,C16H17N5O2,C12H9N7O2,C12H9N7O2,C15H16N4O2,C10H7BrN6OS,C10H7BrN6OS,C11H12FN3O4,C15H16N8O,C15H16N8O,C17H14F4N2O6,Empty,Empty,Empty
formula,D,C11H11N7O,C11H11N7O,C16H17N7O2,C12H10F3N3O3S,C12H10F3N3O3S,C10H10N4O4,C13H13FN4O2S,C13H13FN4O2S,C14H17N5O2,C17H14N4O2S,C17H14N4O2S,C16H17N5O2,C12H9N7O2,C12H9N7O2,C15H16N4O2,C10H7BrN6OS,C10H7BrN6OS,C11H12FN3O4,C15H16N8O,C15H16N8O,C17H14F4N2O6,Empty,Empty,Empty
formula,E,C11H11N7O,C11H11N7O,C16H17N7O2,C12H10F3N3O3S,C12H10F3N3O3S,C10H10N4O4,C13H13FN4O2S,C13H13FN4O2S,C14H17N5O2,C17H14N4O2S,C17H14N4O2S,C16H17N5O2,C12H9N7O2,C12H9N7O2,C15H16N4O2,C10H7BrN6OS,C10H7BrN6OS,C11H12FN3O4,C15H16N8O,C15H16N8O,C17H14F4N2O6,Empty,Empty,Empty
formula,F,C11H11N7O,C11H11N7O,C16H17N7O2,C12H10F3N3O3S,C12H10F3N3O3S,C10H10N4O4,C13H13FN4O2S,C13H13FN4O2S,C14H17N5O2,C17H14N4O2S,C17H14N4O2S,C16H17N5O2,C12H9N7O2,C12H9N7O2,C15H16N4O2,C10H7BrN6OS,C10H7BrN6OS,C11H12FN3O4,C15H16N8O,C15H16N8O,C17H14F4N2O6,Empty,Empty,Empty
formula,G,C11H11N7O,C11H11N7O,C16H17N7O2,C12H10F3N3O3S,C12H10F3N3O3S,C10H10N4O4,C13H13FN4O2S,C13H13FN4O2S,C14H17N5O2,C17H14N4O2S,C17H14N4O2S,C16H17N5O2,C12H9N7O2,C12H9N7O2,C15H16N4O2,C10H7BrN6OS,C10H7BrN6OS,C11H12FN3O4,C15H16N8O,C15H16N8O,C17H14F4N2O6,Empty,Empty,Empty
formula,H,C11H11N7O,C11H11N7O,C16H17N7O2,C12H10F3N3O3S,C12H10F3N3O3S,C10H10N4O4,C13H13FN4O2S,C13H13FN4O2S,C14H17N5O2,C17H14N4O2S,C17H14N4O2S,C16H17N5O2,C12H9N7O2,C12H9N7O2,C15H16N4O2,C10H7BrN6OS,C10H7BrN6OS,C11H12FN3O4,C15H16N8O,C15H16N8O,C17H14F4N2O6,Empty,Empty,Empty
formula,I,C11H11N7O,C16H17N7O2,C16H17N7O2,C12H10F3N3O3S,C10H10N4O4,C10H10N4O4,C13H13FN4O2S,C14H17N5O2,C14H17N5O2,C17H14N4O2S,C16H17N5O2,C16H17N5O2,C12H9N7O2,C15H16N4O2,C15H16N4O2,C10H7BrN6OS,C11H12FN3O4,C11H12FN3O4,C15H16N8O,C17H14F4N2O6,C17H14F4N2O6,Empty,Empty,Empty
formula,J,C11H11N7O,C16H17N7O2,C16H17N7O2,C12H10F3N3O3S,C10H10N4O4,C10H10N4O4,C13H13FN4O2S,C14H17N5O2,C14H17N5O2,C17H14N4O2S,C16H17N5O2,C16H17N5O2,C12H9N7O2,C15H16N4O2,C15H16N4O2,C10H7BrN6OS,C11H12FN3O4,C11H12FN3O4,C15H16N8O,C17H14F4N2O6,C17H14F4N2O6,Empty,Empty,Empty
formula,K,C11H11N7O,C16H17N7O2,C16H17N7O2,C12H10F3N3O3S,C10H10N4O4,C10H10N4O4,C13H13FN4O2S,C14H17N5O2,C14H17N5O2,C17H14N4O2S,C16H17N5O2,C16H17N5O2,C12H9N7O2,C15H16N4O2,C15H16N4O2,C10H7BrN6OS,C11H12FN3O4,C11H12FN3O4,C15H16N8O,C17H14F4N2O6,C17H14F4N2O6,Empty,Empty,Empty
formula,L,C11H11N7O,C16H17N7O2,C16H17N7O2,C12H10F3N3O3S,C10H10N4O4,C10H10N4O4,C13H13FN4O2S,C14H17N5O2,C14H17N5O2,C17H14N4O2S,C16H17N5O2,C16H17N5O2,C12H9N7O2,C15H16N4O2,C15H16N4O2,C10H7BrN6OS,C11H12FN3O4,C11H12FN3O4,C15H16N8O,C17H14F4N2O6,C17H14F4N2O6,Empty,Empty,Empty
formula,M,C11H11N7O,C16H17N7O2,C16H17N7O2,C12H10F3N3O3S,C10H10N4O4,C10H10N4O4,C13H13FN4O2S,C14H17N5O2,C14H17N5O2,C17H14N4O2S,C16H17N5O2,C16H17N5O2,C12H9N7O2,C15H16N4O2,C15H16N4O2,C10H7BrN6OS,C11H12FN3O4,C11H12FN3O4,C15H16N8O,C17H14F4N2O6,C17H14F4N2O6,Empty,Empty,Empty
formula,N,C11H11N7O,C16H17N7O2,C16H17N7O2,C12H10F3N3O3S,C10H10N4O4,C10H10N4O4,C13H13FN4O2S,C14H17N5O2,C14H17N5O2,C17H14N4O2S,C16H17N5O2,C16H17N5O2,C12H9N7O2,C15H16N4O2,C15H16N4O2,C10H7BrN6OS,C11H12FN3O4,C11H12FN3O4,C15H16N8O,C17H14F4N2O6,C17H14F4N2O6,Empty,Empty,Empty
formula,O,C11H11N7O,C16H17N7O2,C16H17N7O2,C12H10F3N3O3S,C10H10N4O4,C10H10N4O4,C13H13FN4O2S,C14H17N5O2,C14H17N5O2,C17H14N4O2S,C16H17N5O2,C16H17N5O2,C12H9N7O2,C15H16N4O2,C15H16N4O2,C10H7BrN6OS,C11H12FN3O4,C11H12FN3O4,C15H16N8O,C17H14F4N2O6,C17H14F4N2O6,Empty,Empty,Empty
formula,P,C11H11N7O,C16H17N7O2,C16H17N7O2,C12H10F3N3O3S,C10H10N4O4,C10H10N4O4,C13H13FN4O2S,C14H17N5O2,C14H17N5O2,C17H14N4O2S,C16H17N5O2,C16H17N5O2,C12H9N7O2,C15H16N4O2,C15H16N4O2,C10H7BrN6OS,C11H12FN3O4,C11H12FN3O4,C15H16N8O,C17H14F4N2O6,C17H14F4N2O6,Empty,Empty,Empty
purity,row,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
purity,A,91.73,91.73,100,92.51,92.51,91,100,100,100,100,100,100,100,100,100,100,100,91.22,96.01,96.01,98,Empty,Empty,Empty
purity,B,91.73,91.73,100,92.51,92.51,91,100,100,100,100,100,100,100,100,100,100,100,91.22,96.01,96.01,98,Empty,Empty,Empty
purity,C,91.73,91.73,100,92.51,92.51,91,100,100,100,100,100,100,100,100,100,100,100,91.22,96.01,96.01,98,Empty,Empty,Empty
purity,D,91.73,91.73,100,92.51,92.51,91,100,100,100,100,100,100,100,100,100,100,100,91.22,96.01,96.01,98,Empty,Empty,Empty
purity,E,91.73,91.73,100,92.51,92.51,91,100,100,100,100,100,100,100,100,100,100,100,91.22,96.01,96.01,98,Empty,Empty,Empty
purity,F,91.73,91.73,100,92.51,92.51,91,100,100,100,100,100,100,100,100,100,100,100,91.22,96.01,96.01,98,Empty,Empty,Empty
purity,G,91.73,91.73,100,92.51,92.51,91,100,100,100,100,100,100,100,100,100,100,100,91.22,96.01,96.01,98,Empty,Empty,Empty
purity,H,91.73,91.73,100,92.51,92.51,91,100,100,100,100,100,100,100,100,100,100,100,91.22,96.01,96.01,98,Empty,Empty,Empty
purity,I,91.73,100,100,92.51,91,91,100,100,100,100,100,100,100,100,100,100,91.22,91.22,96.01,98,98,Empty,Empty,Empty
purity,J,91.73,100,100,92.51,91,91,100,100,100,100,100,100,100,100,100,100,91.22,91.22,96.01,98,98,Empty,Empty,Empty
purity,K,91.73,100,100,92.51,91,91,100,100,100,100,100,100,100,100,100,100,91.22,91.22,96.01,98,98,Empty,Empty,Empty
purity,L,91.73,100,100,92.51,91,91,100,100,100,100,100,100,100,100,100,100,91.22,91.22,96.01,98,98,Empty,Empty,Empty
