Type,row,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
SMILES,D,CC1=NN=C(CNC=2C=NC(N)=C(Cl)N2)N1C3CC3,CNS(=O)(=O)C1=CC(=CO1)C(=O)N2CCC=3N=C(N)N=CC3C2,C[C@@H]1CCN([C@H](C1)C2=CC=C(C)O2)C(=O)C=3N=CN=C4NC=CC34 |&1:1.5.r|,CC1N(CCCC1=O)C(=O)C=2C=CN=C3NC=NC23,CC=1C=C(N(N1)C2CCCC2)S(=O)(=O)NC=3C=NC=4NC=CC4C3,ClC1=CC(=NC(=O)N1)N2CC(CN3C=NN=C3)C4(CCC4)C2,OC(=O)[C@@H]1CCCN(C1)C(=O)C=2C=CN=C3NC=CC23,CC1=NOC(=N1)C=2C=CN=C(C2)C=3C=CN=C4NC=CC34,CC1(CCN(C1)C(=O)CC2=CNC=3N=CC=C(Cl)C23)C(=O)O,NC(=O)C=1C=C(N=CN1)N2CCCC[C@H]2C(=O)O,CC1(C)CCC(CN1C(=O)C=2N=CN=C3NC=CC23)C(=O)O,O=C(OCCN1CCOC1=O)C=2N=CN=C3NC=CC23,O=C(N1CC(C1)N2C=CN=N2)C=3N=CN=C4NC=CC34,CNC=1C=CC(=CN1)C(=O)N2CC(CC32CCOCC3)C(=O)O,CC=1C=C(C=NC1N)S(=O)(=O)N2CCC[C@@H](C2)C(=O)N,C(C1=NOC(=N1)[C@@H]2CCCO2)C3=NC(=NN3)C=4C=CC=CC4,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,Empty
SMILES,E,CC1=NN=C(CNC=2C=NC(N)=C(Cl)N2)N1C3CC3,CNS(=O)(=O)C1=CC(=CO1)C(=O)N2CCC=3N=C(N)N=CC3C2,C[C@@H]1CCN([C@H](C1)C2=CC=C(C)O2)C(=O)C=3N=CN=C4NC=CC34 |&1:1.5.r|,CC1N(CCCC1=O)C(=O)C=2C=CN=C3NC=NC23,CC=1C=C(N(N1)C2CCCC2)S(=O)(=O)NC=3C=NC=4NC=CC4C3,ClC1=CC(=NC(=O)N1)N2CC(CN3C=NN=C3)C4(CCC4)C2,OC(=O)[C@@H]1CCCN(C1)C(=O)C=2C=CN=C3NC=CC23,CC1=NOC(=N1)C=2C=CN=C(C2)C=3C=CN=C4NC=CC34,CC1(CCN(C1)C(=O)CC2=CNC=3N=CC=C(Cl)C23)C(=O)O,NC(=O)C=1C=C(N=CN1)N2CCCC[C@H]2C(=O)O,CC1(C)CCC(CN1C(=O)C=2N=CN=C3NC=CC23)C(=O)O,O=C(OCCN1CCOC1=O)C=2N=CN=C3NC=CC23,O=C(N1CC(C1)N2C=CN=N2)C=3N=CN=C4NC=CC34,CNC=1C=CC(=CN1)C(=O)N2CC(CC32CCOCC3)C(=O)O,CC=1C=C(C=NC1N)S(=O)(=O)N2CCC[C@@H](C2)C(=O)N,C(C1=NOC(=N1)[C@@H]2CCCO2)C3=NC(=NN3)C=4C=CC=CC4,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,Empty
SMILES,F,CC1=NN=C(CNC=2C=NC(N)=C(Cl)N2)N1C3CC3,CNS(=O)(=O)C1=CC(=CO1)C(=O)N2CCC=3N=C(N)N=CC3C2,C[C@@H]1CCN([C@H](C1)C2=CC=C(C)O2)C(=O)C=3N=CN=C4NC=CC34 |&1:1.5.r|,CC1N(CCCC1=O)C(=O)C=2C=CN=C3NC=NC23,CC=1C=C(N(N1)C2CCCC2)S(=O)(=O)NC=3C=NC=4NC=CC4C3,ClC1=CC(=NC(=O)N1)N2CC(CN3C=NN=C3)C4(CCC4)C2,OC(=O)[C@@H]1CCCN(C1)C(=O)C=2C=CN=C3NC=CC23,CC1=NOC(=N1)C=2C=CN=C(C2)C=3C=CN=C4NC=CC34,CC1(CCN(C1)C(=O)CC2=CNC=3N=CC=C(Cl)C23)C(=O)O,NC(=O)C=1C=C(N=CN1)N2CCCC[C@H]2C(=O)O,CC1(C)CCC(CN1C(=O)C=2N=CN=C3NC=CC23)C(=O)O,O=C(OCCN1CCOC1=O)C=2N=CN=C3NC=CC23,O=C(N1CC(C1)N2C=CN=N2)C=3N=CN=C4NC=CC34,CNC=1C=CC(=CN1)C(=O)N2CC(CC32CCOCC3)C(=O)O,CC=1C=C(C=NC1N)S(=O)(=O)N2CCC[C@@H](C2)C(=O)N,C(C1=NOC(=N1)[C@@H]2CCCO2)C3=NC(=NN3)C=4C=CC=CC4,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,Empty
SMILES,G,CC1=NN=C(CNC=2C=NC(N)=C(Cl)N2)N1C3CC3,CNS(=O)(=O)C1=CC(=CO1)C(=O)N2CCC=3N=C(N)N=CC3C2,C[C@@H]1CCN([C@H](C1)C2=CC=C(C)O2)C(=O)C=3N=CN=C4NC=CC34 |&1:1.5.r|,CC1N(CCCC1=O)C(=O)C=2C=CN=C3NC=NC23,CC=1C=C(N(N1)C2CCCC2)S(=O)(=O)NC=3C=NC=4NC=CC4C3,ClC1=CC(=NC(=O)N1)N2CC(CN3C=NN=C3)C4(CCC4)C2,OC(=O)[C@@H]1CCCN(C1)C(=O)C=2C=CN=C3NC=CC23,CC1=NOC(=N1)C=2C=CN=C(C2)C=3C=CN=C4NC=CC34,CC1(CCN(C1)C(=O)CC2=CNC=3N=CC=C(Cl)C23)C(=O)O,NC(=O)C=1C=C(N=CN1)N2CCCC[C@H]2C(=O)O,CC1(C)CCC(CN1C(=O)C=2N=CN=C3NC=CC23)C(=O)O,O=C(OCCN1CCOC1=O)C=2N=CN=C3NC=CC23,O=C(N1CC(C1)N2C=CN=N2)C=3N=CN=C4NC=CC34,CNC=1C=CC(=CN1)C(=O)N2CC(CC32CCOCC3)C(=O)O,CC=1C=C(C=NC1N)S(=O)(=O)N2CCC[C@@H](C2)C(=O)N,C(C1=NOC(=N1)[C@@H]2CCCO2)C3=NC(=NN3)C=4C=CC=CC4,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,Empty
SMILES,H,CC1=NN=C(CNC=2C=NC(N)=C(Cl)N2)N1C3CC3,CNS(=O)(=O)C1=CC(=CO1)C(=O)N2CCC=3N=C(N)N=CC3C2,C[C@@H]1CCN([C@H](C1)C2=CC=C(C)O2)C(=O)C=3N=CN=C4NC=CC34 |&1:1.5.r|,CC1N(CCCC1=O)C(=O)C=2C=CN=C3NC=NC23,CC=1C=C(N(N1)C2CCCC2)S(=O)(=O)NC=3C=NC=4NC=CC4C3,ClC1=CC(=NC(=O)N1)N2CC(CN3C=NN=C3)C4(CCC4)C2,OC(=O)[C@@H]1CCCN(C1)C(=O)C=2C=CN=C3NC=CC23,CC1=NOC(=N1)C=2C=CN=C(C2)C=3C=CN=C4NC=CC34,CC1(CCN(C1)C(=O)CC2=CNC=3N=CC=C(Cl)C23)C(=O)O,NC(=O)C=1C=C(N=CN1)N2CCCC[C@H]2C(=O)O,CC1(C)CCC(CN1C(=O)C=2N=CN=C3NC=CC23)C(=O)O,O=C(OCCN1CCOC1=O)C=2N=CN=C3NC=CC23,O=C(N1CC(C1)N2C=CN=N2)C=3N=CN=C4NC=CC34,CNC=1C=CC(=CN1)C(=O)N2CC(CC32CCOCC3)C(=O)O,CC=1C=C(C=NC1N)S(=O)(=O)N2CCC[C@@H](C2)C(=O)N,C(C1=NOC(=N1)[C@@H]2CCCO2)C3=NC(=NN3)C=4C=CC=CC4,CN1C=NC(=C1)C(=O)NCC2CCN2C(=O)C=3N=CN=C4NC=CC34,CN(CC(=O)O)C(=O)C=1C=CC2=NNC(=O)N2C1,OC(=O)C1CC2CCC1CN(C2)C=3N=CN=C4N=CNC34,CC=1C=C(C=C(O)N1)C(=O)C(C#N)C2=NN=C3CCCCCN23,CCC1=CNC=2N=CC(=CC12)C3=C(C(=O)O)C(C)=NN3C,OC(=O)C1(CF)CCN(C1)C(=O)C=2C=NNC(=O)C2,CC1CC(N1C(=O)C=2C=C(O)N=C3C=CC(F)=CC23)C(=O)O.OC(=O)C(F)(F)F,Empty
SMILES,I,NC=1N=CN=C(N2CCCC(CCC(=O)O)C2)C1Cl,O=C1CC2(CC2)C(CSC3=NNC(=N3)C=4C=CC=CN4)O1,CN1N=C(O)C=2CCN(CC21)C(=O)C3=CC(O)=CC(=O)O3,OC[C@@H]1NC(=O)N(C1=O)C=2C=CC=C(CN3CCCC3=O)C2,CNC=1C=C(N=CN1)N2CCCC(C2)C3=NC(C)=NO3,CC1C(CCCN1S(=O)(=O)C2=CNC=3N=CC(Cl)=CC23)C(=O)O,CN(CCCC(=O)O)C(=O)C=1N=CN=C2NC=CC12,CCC1=NOC(=N1)C(C)OC(=O)C=2C=CC=C3NC(=O)OC23,C[C@@H]1CN(C[C@H]1C(=O)O)C(=O)C=2C=CC=C3NC(=O)OC23 |&1:1.5.r|,OC(=O)C[C@@H]1CCCN(C1)C=2N=CN=C3N=CNC23,CC(C(=O)N1CC(C1)C(=O)N)N2C=NC=3C(N)=NC=NC23,O=C(N1CC(C1)N2C=NC=N2)C=3N=CN=C4NC=CC34,CN1C(=O)[C@H]2CN(C[C@H]2C1=O)C(=O)C=3N=CN=C4NC=CC34,CNC=1C=CC(=CN1)C(=O)N2CC(CC2(C)C)C(=O)O,OC(=O)CC1CN(CC2(CCC2)O1)C=3N=CN=C4NC=CC34,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,Empty,Empty
SMILES,J,NC=1N=CN=C(N2CCCC(CCC(=O)O)C2)C1Cl,O=C1CC2(CC2)C(CSC3=NNC(=N3)C=4C=CC=CN4)O1,CN1N=C(O)C=2CCN(CC21)C(=O)C3=CC(O)=CC(=O)O3,OC[C@@H]1NC(=O)N(C1=O)C=2C=CC=C(CN3CCCC3=O)C2,CNC=1C=C(N=CN1)N2CCCC(C2)C3=NC(C)=NO3,CC1C(CCCN1S(=O)(=O)C2=CNC=3N=CC(Cl)=CC23)C(=O)O,CN(CCCC(=O)O)C(=O)C=1N=CN=C2NC=CC12,CCC1=NOC(=N1)C(C)OC(=O)C=2C=CC=C3NC(=O)OC23,C[C@@H]1CN(C[C@H]1C(=O)O)C(=O)C=2C=CC=C3NC(=O)OC23 |&1:1.5.r|,OC(=O)C[C@@H]1CCCN(C1)C=2N=CN=C3N=CNC23,CC(C(=O)N1CC(C1)C(=O)N)N2C=NC=3C(N)=NC=NC23,O=C(N1CC(C1)N2C=NC=N2)C=3N=CN=C4NC=CC34,CN1C(=O)[C@H]2CN(C[C@H]2C1=O)C(=O)C=3N=CN=C4NC=CC34,CNC=1C=CC(=CN1)C(=O)N2CC(CC2(C)C)C(=O)O,OC(=O)CC1CN(CC2(CCC2)O1)C=3N=CN=C4NC=CC34,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,Empty,Empty
SMILES,K,NC=1N=CN=C(N2CCCC(CCC(=O)O)C2)C1Cl,O=C1CC2(CC2)C(CSC3=NNC(=N3)C=4C=CC=CN4)O1,CN1N=C(O)C=2CCN(CC21)C(=O)C3=CC(O)=CC(=O)O3,OC[C@@H]1NC(=O)N(C1=O)C=2C=CC=C(CN3CCCC3=O)C2,CNC=1C=C(N=CN1)N2CCCC(C2)C3=NC(C)=NO3,CC1C(CCCN1S(=O)(=O)C2=CNC=3N=CC(Cl)=CC23)C(=O)O,CN(CCCC(=O)O)C(=O)C=1N=CN=C2NC=CC12,CCC1=NOC(=N1)C(C)OC(=O)C=2C=CC=C3NC(=O)OC23,C[C@@H]1CN(C[C@H]1C(=O)O)C(=O)C=2C=CC=C3NC(=O)OC23 |&1:1.5.r|,OC(=O)C[C@@H]1CCCN(C1)C=2N=CN=C3N=CNC23,CC(C(=O)N1CC(C1)C(=O)N)N2C=NC=3C(N)=NC=NC23,O=C(N1CC(C1)N2C=NC=N2)C=3N=CN=C4NC=CC34,CN1C(=O)[C@H]2CN(C[C@H]2C1=O)C(=O)C=3N=CN=C4NC=CC34,CNC=1C=CC(=CN1)C(=O)N2CC(CC2(C)C)C(=O)O,OC(=O)CC1CN(CC2(CCC2)O1)C=3N=CN=C4NC=CC34,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,Empty,Empty
SMILES,L,NC=1N=CN=C(N2CCCC(CCC(=O)O)C2)C1Cl,O=C1CC2(CC2)C(CSC3=NNC(=N3)C=4C=CC=CN4)O1,CN1N=C(O)C=2CCN(CC21)C(=O)C3=CC(O)=CC(=O)O3,OC[C@@H]1NC(=O)N(C1=O)C=2C=CC=C(CN3CCCC3=O)C2,CNC=1C=C(N=CN1)N2CCCC(C2)C3=NC(C)=NO3,CC1C(CCCN1S(=O)(=O)C2=CNC=3N=CC(Cl)=CC23)C(=O)O,CN(CCCC(=O)O)C(=O)C=1N=CN=C2NC=CC12,CCC1=NOC(=N1)C(C)OC(=O)C=2C=CC=C3NC(=O)OC23,C[C@@H]1CN(C[C@H]1C(=O)O)C(=O)C=2C=CC=C3NC(=O)OC23 |&1:1.5.r|,OC(=O)C[C@@H]1CCCN(C1)C=2N=CN=C3N=CNC23,CC(C(=O)N1CC(C1)C(=O)N)N2C=NC=3C(N)=NC=NC23,O=C(N1CC(C1)N2C=NC=N2)C=3N=CN=C4NC=CC34,CN1C(=O)[C@H]2CN(C[C@H]2C1=O)C(=O)C=3N=CN=C4NC=CC34,CNC=1C=CC(=CN1)C(=O)N2CC(CC2(C)C)C(=O)O,OC(=O)CC1CN(CC2(CCC2)O1)C=3N=CN=C4NC=CC34,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,Empty,Empty
SMILES,M,NC=1N=CN=C(N2CCCC(CCC(=O)O)C2)C1Cl,O=C1CC2(CC2)C(CSC3=NNC(=N3)C=4C=CC=CN4)O1,CN1N=C(O)C=2CCN(CC21)C(=O)C3=CC(O)=CC(=O)O3,OC[C@@H]1NC(=O)N(C1=O)C=2C=CC=C(CN3CCCC3=O)C2,CNC=1C=C(N=CN1)N2CCCC(C2)C3=NC(C)=NO3,CC1C(CCCN1S(=O)(=O)C2=CNC=3N=CC(Cl)=CC23)C(=O)O,CN(CCCC(=O)O)C(=O)C=1N=CN=C2NC=CC12,CCC1=NOC(=N1)C(C)OC(=O)C=2C=CC=C3NC(=O)OC23,C[C@@H]1CN(C[C@H]1C(=O)O)C(=O)C=2C=CC=C3NC(=O)OC23 |&1:1.5.r|,OC(=O)C[C@@H]1CCCN(C1)C=2N=CN=C3N=CNC23,CC(C(=O)N1CC(C1)C(=O)N)N2C=NC=3C(N)=NC=NC23,O=C(N1CC(C1)N2C=NC=N2)C=3N=CN=C4NC=CC34,CN1C(=O)[C@H]2CN(C[C@H]2C1=O)C(=O)C=3N=CN=C4NC=CC34,CNC=1C=CC(=CN1)C(=O)N2CC(CC2(C)C)C(=O)O,OC(=O)CC1CN(CC2(CCC2)O1)C=3N=CN=C4NC=CC34,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,Empty,Empty
SMILES,N,NC=1N=CN=C(N2CCCC(CCC(=O)O)C2)C1Cl,O=C1CC2(CC2)C(CSC3=NNC(=N3)C=4C=CC=CN4)O1,CN1N=C(O)C=2CCN(CC21)C(=O)C3=CC(O)=CC(=O)O3,OC[C@@H]1NC(=O)N(C1=O)C=2C=CC=C(CN3CCCC3=O)C2,CNC=1C=C(N=CN1)N2CCCC(C2)C3=NC(C)=NO3,CC1C(CCCN1S(=O)(=O)C2=CNC=3N=CC(Cl)=CC23)C(=O)O,CN(CCCC(=O)O)C(=O)C=1N=CN=C2NC=CC12,CCC1=NOC(=N1)C(C)OC(=O)C=2C=CC=C3NC(=O)OC23,C[C@@H]1CN(C[C@H]1C(=O)O)C(=O)C=2C=CC=C3NC(=O)OC23 |&1:1.5.r|,OC(=O)C[C@@H]1CCCN(C1)C=2N=CN=C3N=CNC23,CC(C(=O)N1CC(C1)C(=O)N)N2C=NC=3C(N)=NC=NC23,O=C(N1CC(C1)N2C=NC=N2)C=3N=CN=C4NC=CC34,CN1C(=O)[C@H]2CN(C[C@H]2C1=O)C(=O)C=3N=CN=C4NC=CC34,CNC=1C=CC(=CN1)C(=O)N2CC(CC2(C)C)C(=O)O,OC(=O)CC1CN(CC2(CCC2)O1)C=3N=CN=C4NC=CC34,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,Empty,Empty
SMILES,O,NC=1N=CN=C(N2CCCC(CCC(=O)O)C2)C1Cl,O=C1CC2(CC2)C(CSC3=NNC(=N3)C=4C=CC=CN4)O1,CN1N=C(O)C=2CCN(CC21)C(=O)C3=CC(O)=CC(=O)O3,OC[C@@H]1NC(=O)N(C1=O)C=2C=CC=C(CN3CCCC3=O)C2,CNC=1C=C(N=CN1)N2CCCC(C2)C3=NC(C)=NO3,CC1C(CCCN1S(=O)(=O)C2=CNC=3N=CC(Cl)=CC23)C(=O)O,CN(CCCC(=O)O)C(=O)C=1N=CN=C2NC=CC12,CCC1=NOC(=N1)C(C)OC(=O)C=2C=CC=C3NC(=O)OC23,C[C@@H]1CN(C[C@H]1C(=O)O)C(=O)C=2C=CC=C3NC(=O)OC23 |&1:1.5.r|,OC(=O)C[C@@H]1CCCN(C1)C=2N=CN=C3N=CNC23,CC(C(=O)N1CC(C1)C(=O)N)N2C=NC=3C(N)=NC=NC23,O=C(N1CC(C1)N2C=NC=N2)C=3N=CN=C4NC=CC34,CN1C(=O)[C@H]2CN(C[C@H]2C1=O)C(=O)C=3N=CN=C4NC=CC34,CNC=1C=CC(=CN1)C(=O)N2CC(CC2(C)C)C(=O)O,OC(=O)CC1CN(CC2(CCC2)O1)C=3N=CN=C4NC=CC34,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,Empty,Empty
SMILES,P,NC=1N=CN=C(N2CCCC(CCC(=O)O)C2)C1Cl,O=C1CC2(CC2)C(CSC3=NNC(=N3)C=4C=CC=CN4)O1,CN1N=C(O)C=2CCN(CC21)C(=O)C3=CC(O)=CC(=O)O3,OC[C@@H]1NC(=O)N(C1=O)C=2C=CC=C(CN3CCCC3=O)C2,CNC=1C=C(N=CN1)N2CCCC(C2)C3=NC(C)=NO3,CC1C(CCCN1S(=O)(=O)C2=CNC=3N=CC(Cl)=CC23)C(=O)O,CN(CCCC(=O)O)C(=O)C=1N=CN=C2NC=CC12,CCC1=NOC(=N1)C(C)OC(=O)C=2C=CC=C3NC(=O)OC23,C[C@@H]1CN(C[C@H]1C(=O)O)C(=O)C=2C=CC=C3NC(=O)OC23 |&1:1.5.r|,OC(=O)C[C@@H]1CCCN(C1)C=2N=CN=C3N=CNC23,CC(C(=O)N1CC(C1)C(=O)N)N2C=NC=3C(N)=NC=NC23,O=C(N1CC(C1)N2C=NC=N2)C=3N=CN=C4NC=CC34,CN1C(=O)[C@H]2CN(C[C@H]2C1=O)C(=O)C=3N=CN=C4NC=CC34,CNC=1C=CC(=CN1)C(=O)N2CC(CC2(C)C)C(=O)O,OC(=O)CC1CN(CC2(CCC2)O1)C=3N=CN=C4NC=CC34,CN(C(=O)C=1C=NC=2NC=C(C)C2C1)C3=NN=NN3,CC=1C=CC(NS(=O)(=O)C=2C=CC(=CN2)C(F)(F)F)=C(O)N1,NC=1N=CC(=CN1)S(=O)(=O)N2CCC2C=3C=CC=C(F)C3,CNS(=O)(=O)C=1C=CC=C(C1)C=2N=CN=C3NC=4C=CC=CC4C23,CC1=NC(CC2=NOC(=N2)C=3N=CN=C4NC=CC34)=NO1,BrC=1C=NC=2NC=C(C(=O)CSC3=NN=NN3)C2C1,NC=1N=C(N)C=2N=CN(C3CN(C3)C(=O)CC=4C=CC=NC4)C2N1,Empty,Empty
formula,row,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
formula,A,C11H14ClN7,C13H15N5O4S,C18H20N4O2,C13H14N4O2,C16H19N5O2S,C14H17ClN6O,C14H15N3O3,C15H11N5O,C15H16ClN3O3,C11H14N4O3,C15H18N4O3,C12H12N4O4,C12H11N7O,C16H21N3O4,C12H18N4O3S,C15H15N5O2,C16H17N7O2,C10H10N4O4,C14H17N5O2,C16H17N5O2,C15H16N4O2,C11H12FN3O4,C17H14F4N2O6,Empty
formula,B,C11H14ClN7,C13H15N5O4S,C18H20N4O2,C13H14N4O2,C16H19N5O2S,C14H17ClN6O,C14H15N3O3,C15H11N5O,C15H16ClN3O3,C11H14N4O3,C15H18N4O3,C12H12N4O4,C12H11N7O,C16H21N3O4,C12H18N4O3S,C15H15N5O2,C16H17N7O2,C10H10N4O4,C14H17N5O2,C16H17N5O2,C15H16N4O2,C11H12FN3O4,C17H14F4N2O6,Empty
formula,C,C11H14ClN7,C13H15N5O4S,C18H20N4O2,C13H14N4O2,C16H19N5O2S,C14H17ClN6O,C14H15N3O3,C15H11N5O,C15H16ClN3O3,C11H14N4O3,C15H18N4O3,C12H12N4O4,C12H11N7O,C16H21N3O4,C12H18N4O3S,C15H15N5O2,C16H17N7O2,C10H10N4O4,C14H17N5O2,C16H17N5O2,C15H16N4O2,C11H12FN3O4,C17H14F4N2O6,Empty
formula,D,C11H14ClN7,C13H15N5O4S,C18H20N4O2,C13H14N4O2,C16H19N5O2S,C14H17ClN6O,C14H15N3O3,C15H11N5O,C15H16ClN3O3,C11H14N4O3,C15H18N4O3,C12H12N4O4,C12H11N7O,C16H21N3O4,C12H18N4O3S,C15H15N5O2,C16H17N7O2,C10H10N4O4,C14H17N5O2,C16H17N5O2,C15H16N4O2,C11H12FN3O4,C17H14F4N2O6,Empty
